review_id,auteur,pays,nb_avis,note,titre,texte,date_exp,date_publi,type_avis,url
670949032bd946f2e19d675d,Ikram Douskati,,1 avis,1,S’il y a 0 étoile je la sélectionne…,"S’il y a 0 étoile je la sélectionne malheureusement.
Jamais un vol à temps.",,2024-10-11T17:49:23.000Z,,https://fr.trustpilot.com/reviews/670949032bd946f2e19d675d
6704d5401c43a386ddfbfaae,OUSMANE,,2 avis,1,Competence Accueil client,"La RAM des agents arrogants irrespectueux manque d'écoute. Vol en retard entrainant que je rate la correspondance; aucune prise en charge et obligation de payer le billet. A l'arrivée pas de bagages et branle-bas de combats pour les récupèrer.
Le traitement des clients est désastreux; on se débarrasse des clients sans se soucier de leur problème.",,2024-10-08T08:46:24.000Z,,https://fr.trustpilot.com/reviews/6704d5401c43a386ddfbfaae
6703b9bca2313f3bef769cd6,Manuel Buil Baldellou,,2 avis,1,Mersi ROYAL AIR MOROCCO,"La pire compagnie aérienne avec laquelle j'ai jamais volé, ils ont les horaires qu'ils veulent, ils changent les vols à volonté, ils m'ont retardé de 2 jours à l'aller et d'un jour au retour. Et pour finir de réparer, ils ont perdu ma valise avec tout mon matériel de travail qui vaut environ 2 400 € et ils veulent que je me contente de 450 $. Vous êtes des voleurs sans vergogne",,2024-10-07T12:36:44.000Z,,https://fr.trustpilot.com/reviews/6703b9bca2313f3bef769cd6
66fac093c09cd0cbb73b7b98,Hakim Ichola Aboudou,,2 avis,1,Valise cassée non remboursée après…,Valise cassée non remboursée après avoir suivi scrupuleusement le process de remboursement et effectué moult relances.,,2024-09-30T17:15:31.000Z,,https://fr.trustpilot.com/reviews/66fac093c09cd0cbb73b7b98
66f722f5561b46e67a55edfc,alexandra oken,,2 avis,1,service client déplorable et pratique malhonnête,"Je tiens à exprimer mon profond mécontentement à l'égard du service client de Royal Air Maroc, suite à une expérience extrêmement décevante concernant une valise endommagée lors de l’un de mes vols. À l’arrivée, ma valise était toute cassée, ils l'ont massacré. J’ai immédiatement contacté la compagnie pour réclamer un dédommagement légitime.

Cependant, après des semaines d’échanges laborieux, Royal Air Maroc m’a réclamé le TAG de mon bagage, bien qu’ils aient eux-mêmes retiré cet élément lors de mon vol retour. Ils savaient pertinemment que je n’aurais plus ce TAG après le retrait par leur personnel, ce qui constitue une démarche malhonnête visant à échapper à leurs responsabilités.

Malgré ma bonne foi et même après avoir fourni une déclaration sur l'honneur attestant que je ne possédais plus ce TAG, la compagnie m’a finalement annoncé qu’aucune indemnisation ne serait accordée (il s'agissait de seulement 50e, c'était uniquement une question de principe). Tout cela après avoir intentionnellement retardé leurs réponses pour me placer dans une situation où il m’était impossible de fournir les documents demandés à temps.

Je dénonce donc ici une pratique délibérée de mauvaise foi, une volonté manifeste de compliquer le processus afin d’éviter toute prise en charge. En tant que consommatrice, je me sens totalement trahie par une compagnie qui, au lieu de résoudre le problème, préfère jouer sur des prétextes fallacieux pour se dérober de ses responsabilités.
Si vous pouvez donc éviter cette compagnie, faites-le. VOLEURS MALHONNETES ARNAQUE",,2024-09-27T23:26:13.000Z,,https://fr.trustpilot.com/reviews/66f722f5561b46e67a55edfc
66f30611bc758d9dd31a361a,fanny,,8 avis,1,Non remboursement de vol qu'ils annulent,"Fuyez!!!
Hélas en voyant la note je comprends mieux.
A part ""voleuse"", je ne trouve pas de terme pour qualifier la compagnie. Vol annulé lors du COVID, la RAM ne se tient pas à l'obligation légale de rembourser. Ils m'ont obligée à accepter un voucher remboursable...puis soit disant au moment du remboursement possible ils refusent de me répondre-et de me rembourser- car je suis passée par un site.
Pourtant le site en question a demandé le remboursement mais la RAM refuse sans explication. Je demande donc des explications: personne ne me répond ou ne fait suivre ma demande. Outre être ""voleuse"" je devrais ajouter ""menteuse"". Le médiateur des voyages français- saisi pour l'occasion- a pourtant rendu un avis. Cet avis souligne que le site a bien demandé le remboursement et que la RAM ne répond pas. Le médiateur des voyages a indiqué que la RAM devait rembourser mais à ce jour... rien....
Je mets une date d'expérience récente car hélas cela dire depuis 4 ans...",,2024-09-24T20:33:53.000Z,,https://fr.trustpilot.com/reviews/66f30611bc758d9dd31a361a
66f09480f290cced4b189017,Nina,,2 avis,1,Pas contente de la RAM,"Je suis mécontente du comportement des employés de la RAM ( ROYAL AIR MAROC), car il y avait un retard de plus d'une heure et demie pour l'aller, et il n'y a aucune communication. Ils étaient incapable de nous donner le motif du retard. À la base, je devais partir de l'aéroport Charles de Gaulle, je reçois un texto et un mail, en disant que le départ s'effectuera de l'aéroport d'Orly. Je trouve ça scandaleux !!!! Orly est à l'opposé de chez moi. Il n'y a pas d'espace entre les sièges, nous sommes serrés et mal à l'aise. Les prix sont exorbitants, incroyable ! Sinon je tiens à noter un point positif, c'est que les hôtesses de l'air et les stewarts sont sympathiques, accueillants et serviables.",,2024-09-23T00:04:48.000Z,,https://fr.trustpilot.com/reviews/66f09480f290cced4b189017
66ef48e5a0e2e644b27d3efe,Patrice Capeau,,1 avis,1,Remboursement toujours en attente après…,"Remboursement toujours en attente après 4ans... j'ai écrit et appelé je ne sais pas combien de fois, rien n'y fait ROYAL AIR MAROC ne fait pas son travail. Cela s'appelle du V0L !

UNE HONTE. Si vous hésitez encore entre cette compagnie et une autre, un conseil : SURTOUT CHOISISSEZ N'IMPORTE LAQUELLE tant que ce n'est pas ROYAL AIR MAROC ! L'histoire pourrait pourtant s'arrêter là s'ils me remboursaient.

P. Capeau",,2024-09-22T00:29:57.000Z,,https://fr.trustpilot.com/reviews/66ef48e5a0e2e644b27d3efe
66eefe913c17fe54cf494ebb,Martin Maurice,,62 avis,2,Il y a quelques années....,"Il y a quelques années, le repas servi à bord était délicieux. Mais ça, c'était avant.
Cette année, les repas étaient de forte mauvaise qualité, froid et très légers en matière de quantité.
Le vol en lui même, rien de transcendant mais bien passé.",,2024-09-21T19:12:49.000Z,,https://fr.trustpilot.com/reviews/66eefe913c17fe54cf494ebb
66e20ef92581279699ba2972,Christian Olivier,,2 avis,5,personnels agréables avion propre…,"personnels agréables avion propre service correct.
seul (petit problèmes pas mes bagages a l'arrivée a marseille reçu 2 jours après ) sinon bonne experience",,2024-09-11T23:43:21.000Z,,https://fr.trustpilot.com/reviews/66e20ef92581279699ba2972
66df1fc67c91b1b37855359c,BEN HAFSIA Mohamed Khaled,,1 avis,1,La pire des compagnies aériennes,"La pire des compagnies aériennes ! Ils nous ont refusé l'embarquement pour notre vol du Maroc vers Montréal parce que l'avion en provenance de Tunisie avait du retard, alors que ce n'était pas de notre faute. Ils nous ont envoyés dans un hôtel honteux avec des conditions médiocres : cafards, saleté, aucun respect. Le lendemain, ils nous ont mal traités à la douane de l'aéroport Mohammed V. Après notre retour au Canada, j'ai envoyé une réclamation sur leur site, mais personne n'a jamais répondu. Je ne prendrai plus jamais cette compagnie, Maroc Air.",,2024-09-09T18:18:14.000Z,,https://fr.trustpilot.com/reviews/66df1fc67c91b1b37855359c
66dea0d2ec8e785073887e6c,insaf elboukhani,,1 avis,1,J’ai été clairement arnaquée par cette…,J’ai été clairement arnaquée par cette compagnie! mon vol du 19 juin 2024 de Casablanca en direction de Genève a été reporté de 24h au lendemain je les ai contacté on m’a confirmé la possibilité d’annulation avec remboursement chose que j’ai demandé pour prendre un autre vol le même jour du 19 mais je n’ai pas été remboursé !!!! Et ils ne répondent pas à mes mails de réclamation ! C’est scandaleux pour une compagnie portant votre nom!!!!,,2024-09-09T09:16:35.000Z,,https://fr.trustpilot.com/reviews/66dea0d2ec8e785073887e6c
66dc8f4f15eeaf6c077fadbc,Mostafa,,14 avis,1,Royal air Maroc == Voleurs ?,"Après avoir acheté un billet chez eux en 2021, vol Paris Oujda, j'ai été contraint d'annuler car ils avaient fait une modification d'horaire sur ce vol. On me rembourse pas mais on me donne un avoir. Depuis je n'ai pas eu l'occasion de voyager avec eux donc je demande un remboursement de ce billet car après 1 an on peut demander le passage de l'avoir en remboursement. Après maintes appels où on m'assure le remboursement sous 2-3 jours je n'ai toujours rien reçu...
Cette compagnie est une honte, comment elle peut exercer en Europe ?",,2024-09-07T19:37:19.000Z,,https://fr.trustpilot.com/reviews/66dc8f4f15eeaf6c077fadbc
66d5ed36631deb2baa42aaf5,Christophe G,,1 avis,1,Cette compagnie aérienne est une honte,"Cette compagnie aérienne est une honte.
Devant voyager régulièrement au Maroc, plus de 20 fois par an, la RAM se permet régulièrement de supprimer ou de retarder les vols comme bon leur semble. Au moment où j’écris cet avis, mon avion subit un retard non justifié de 8h. Je suis donc à l’aéroport de Marseille depuis 11h et il est 19h.
Cette compagnie est à fuir. Privilégiez Air Arabia qui est un peu mieux.
Sans parler du service client qui ne suit rien.
Sans parler de la gestion des bagages qui est déplorable.
Bref, passez votre chemin.",,2024-09-02T18:52:06.000Z,,https://fr.trustpilot.com/reviews/66d5ed36631deb2baa42aaf5
66d32150d36f4df995c46c0b,jean de chevigny,,1 avis,1,J'ai eu un refus d'embarquement sur un vol en raison de surbooking,"J'ai eu un refus d'embarquement sur un vol Marseille Marrakech en avril dernier pour raison de surbooking sur ce vol. Cela a été ensuite un parcours du combattant ...
Il m'a été proposé une compensation de 400 euros à recevoir par virement sur mon compte bancaire. En ce début de mois de septembre, je n'ai toujours rien reçu malgré mes nombreuses relances par mail ou par téléphone.
C'est inadmissible. On m'a même écrit que cela prend du temps de faire un virement vers la France! Cela en prend beaucoup moins quand c'est le client qui paye son billet !",,2024-08-31T15:57:36.000Z,,https://fr.trustpilot.com/reviews/66d32150d36f4df995c46c0b
66d0c5568b1bbb8fbffeade4,Ohipo Allah,,10 avis,5,Un super service,"Un super service, le vol Casablanca Genève avec une très bonne équipe de bord et un très bon service, le repas délicieux et tout est super, merci à toute l'équipe",,2024-08-29T21:00:38.000Z,,https://fr.trustpilot.com/reviews/66d0c5568b1bbb8fbffeade4
66ce0148d9f328d2f6de60d1,Satta,,1 avis,1,Bonjour,"Bonjour
le 9 May 2024 Ma valise a ete perdu A ce jour jai toujour pas recu aucune proposition de remboursement, sa fait 4 mois que jattend sa fait 4 Mois que je vous appelle pour etre rembouser sans reussite. Jai rempli tout les formulaire jai tout envoyer Mais
un service clien me lance a l autre. La derniere dame que jai appeler du service clients, ma parler d une propositio envoye le 7 Aout jai cherche dans ma boite mail mais se mail n existe pas. Une autre personne du servise client ma dit que maximum cette semaine je devait etre rembourser, mais sa aussi sa na pas ete respecter. Je sais plus quoi faire avec vous, un servise me lance a lautre vous mavez annuler tt mes vacances, ya un gros derangement et un gros manque de professionalisme. Jhespere etre rembourser cette semais dans le plus bref des delais. Sa fait 5 Mois que jattend!!! Service client 0 C honteux",,2024-08-27T18:39:36.000Z,,https://fr.trustpilot.com/reviews/66ce0148d9f328d2f6de60d1
66ccff549aa8494a036c06aa,NGUEMA,,1 avis,1,Des retards sur mes quatre vols et le reste est juste GRAVE !!!,"Des retards sur mes quatre vols : Orly - Casablanca, Casablanca - Malabo, Malabo - Casablanca, Casablanca - Orly. Refus d'enregistrement mes bagages au vol retour à Malabo du 7 août, soi-disant parce que j'aurais dû les enrégistrer au plus tard 3 heures avant le décollage et non jusqu'à 1h avant le vol comme cela se passe dans le monde entier, plus de 330 euros de pénalités à payer, 48 de plus avec obligation de trouver un hôtel de dernière minute. Arrivé à Orly à mon retour en France, pas de bagage (bagage perdu) et comme par hasard les voyageurs ayant subi ce type de désagrément sont tous noirs (au moins une dizaine de voyageurs), les autres voyageurs à grande majorité de type maghrébin ont tous recupéré leurs bagages à temps. Echanges par mail qui dureront plus d'une semaine pour au final récupérer le bagage en piteux état.

Cette compagnie est une HONTE concernant son traitement envers les personnes en provenance des pays d'afrique subsaharienne, pourtant elle se fait beaucoup d'argent grâce à cette clientèle.",,2024-08-27T00:19:00.000Z,,https://fr.trustpilot.com/reviews/66ccff549aa8494a036c06aa
66ca9e4008b35796414b1ebf,Mansour Diagne,,1 avis,1,RAM la pire compagnie aérienne au monde…,"RAM la pire compagnie aérienne au monde ! Ils perdent vos bagages, pas de marketing ni d’assistance !
Ça fait 3 jours j’attends mes bagages.
Un conseil fuyez cet compagnie d’incompétent tant qu’il est temps",,2024-08-25T05:00:16.000Z,,https://fr.trustpilot.com/reviews/66ca9e4008b35796414b1ebf
66c5fcdc892c43b8bbe24b5d,sabbani imad,,4 avis,1,La plus pire compagnie au monde,"La plus pire compagnie au monde, ce sont des monstres !",,2024-08-21T16:42:36.000Z,,https://fr.trustpilot.com/reviews/66c5fcdc892c43b8bbe24b5d
66c4df9aa4237995eb5bd19b,Amraoui,,1 avis,1,Compagnie à fuir !!! Rien de royal,"Un moment il faut arrêter de deconner !!
Une compagnie national qui distribue des sandwichs c’est déjà beaucoup. Mais pour un vol en interne en plein été et avoir plus de 3 hrs de retard pour un Casablanca Oujda !!! Si au moins c’était un vol à l’international.
Les salariés sont désagréables, ils se renvoient la balle sans aucune explication et empathie.
Je vous déconseille de prendre des vol d’en internes, opter pour des bus CTM, très fiable et vous êtes sûre d’arriver à destination. Je trouve que c’est médiocre et que la compagnie se dégrade de mois en mois et non d’année en année.",,2024-08-20T20:25:30.000Z,,https://fr.trustpilot.com/reviews/66c4df9aa4237995eb5bd19b
66c3a2e6eedf4b4f4604f1e2,DaphneeK,,18 avis,1,Voyage en business RAM à éviter,"Voyage en business. Quelle déception une fois de plus. Vous demandez un verre de vin, on vous emmène un fond de verre. En classe économique on est un peu mieux servi.
Compagnie aérienne à éviter.
Un plateau repas comme à la cantine. Pas de fromage. Pas de service. A éviter encore une fois. Aucune générosité. On a comme une impression de mendicité !!!!",,2024-08-19T21:54:14.000Z,,https://fr.trustpilot.com/reviews/66c3a2e6eedf4b4f4604f1e2
66bbc68a2b2edea8c9daa72f,TAZI Kamilia,,2 avis,1,La RAM a pris la liberté d'annuler mon…,"La RAM a pris la liberté d'annuler mon vol retour sans me rembourser ni me prévenir sous prétexte que j'ai raté le vol aller. De plus le personnel est insolent arrogant et n'a aucun sens de service. Je découvre que le vol a été annulé sur place, ils parlent avec un grand mépris et ne font aucun effort pour résoudre la situation. Au moindre petit problème, on est livré à nous mêmes . Le service se dégrade de plus en plus au fil des années. Plus jamais de vol avec cette compagnie.",,2024-08-13T22:48:11.000Z,,https://fr.trustpilot.com/reviews/66bbc68a2b2edea8c9daa72f
66b767e69596fe838952cb2d,eleclim climo,,1 avis,1,S’il existait un mot plus que nul et…,"S’il existait un mot plus que nul et décevant, ce serait ce mot que j’aurai utilisé.
Compagnie à fuir. Expérience très décevante entre les bagages qui n’arrivent pas, de puis mardi je cours en l’aéroport de Marrakech et mon domicile a 100km environ, le retard et le changement d’itinéraire le jour même du voyage, la saleté des toilettes, les appareils sans prise USB, sans écran…cette compagnie est une catastrophe. Plus jamais.",,2024-08-10T15:15:18.000Z,,https://fr.trustpilot.com/reviews/66b767e69596fe838952cb2d
66b3a28ffaa6f2fa1c92bf97,ndiaye seynabou,,1 avis,1,compagnie et service après vente de…,compagnie et service après vente de m... qui arnaquent ces clients. billet acheté depuis le 29 juillet et toujours pas recu de confirmation de billet. mais par contre prelevement sur mon compte bancaire.,,2024-08-07T18:36:32.000Z,,https://fr.trustpilot.com/reviews/66b3a28ffaa6f2fa1c92bf97
66b22bae11460f6d2d8d8bb4,besnier,,3 avis,1,Honte à cette compagnie !,"Après avoir envoyé une réclamation le 02 janvier 2024 (il y a plus de 6 mois!), avoir relancé par mail 5 fois leur service clients, avoir appelé plus de 5 fois en un mois et demi ( à partir de mi Mai 2024), avoir été mis en attente plus d'une demi heure sans me transferer qui que ce soit, je suis passablement enervé et choqué de cette situation ! j'ai effectué un vol Nantes-Casablanca AT 717 le 31 décembre 2023 , ce vol que j'ai réservé direct a finalement fait une escale non prévue à Bordeaux (aucune explication) , nous sommes arrivés à Casablanca avec plus de 2 heures de retard ce qui m'a fait rater ma soirée de 1 er de l'an, vu mon arrivée trop tardive. A bord, service déplorable, on nous a servi pour cette soirée du 31 décembre, un sandwich dans une boite en carton, et il n'y avait pas de vin blanc en classe economique, j'ai du à nouveau reclamer pour qu'on nous en rapporte de la 1 ere classe ! Je suis Client Safer Flyer et j'ai envoyé une reclamation le 02 janvier 2024 , dès mon retour : Royal Air Maroc a mis 6 mois pour me répondre qu'un retard de mois de 3 n'est pas un retard et que j'avais été prévenu de l'escale non prevue ( Faux!) ! c'est honteux, inadmissible, le traitement de leur service clients est inadmissible, digne du compagnie low cost bas de gamme!",,2024-08-06T15:57:02.000Z,,https://fr.trustpilot.com/reviews/66b22bae11460f6d2d8d8bb4
66aa32e21085568da62e36c4,driving Luxu,,1 avis,1,Voleur,Je n'est pas les mots pour décrire cette expérience je suis abattu je suis tellement déçu des vacances raté a cause d'un service médiocre et d'agent incompétent une compagnie très nul et de mauvaise foi ce sont des escrocs faite attention ne jamais prendre cette compagnie risque de tout perdre et de tout repayer .,,2024-07-31T14:49:38.000Z,,https://fr.trustpilot.com/reviews/66aa32e21085568da62e36c4
66aa3137b1157962b0832dd2,Karlito,,1 avis,1,Compagnie a fuir,"Une compagnie mal honnête et hinumain abandonné une femme et 3 enfants dans de mauvaise conditions et remettre la faute sur le client pour ce dédouaner de tout problème leur service une vrai catastrophe aucun professionnalisme le pire c'est que les agents sont de mauvaise fois induire les clients en erreur mentir, escroqué",,2024-07-31T14:42:31.000Z,,https://fr.trustpilot.com/reviews/66aa3137b1157962b0832dd2
66aa219dd477a2d516ed52fd,MH MH,,1 avis,1,JE DÉCONSEILLE ROYAL AIR MAROC,"JE DÉCONSEILLE ROYAL AIR MAROC

En date du 8 juillet 2024, nous avons pris la compagnie Royal Air Maroc à Milan pour Yaoundé.

A l’arrivée, nous avons eu la surprise de ne trouver qu’une valise sur quatre. Comme nous devions voyager dans le pays, nous n’avions quasiment rien. Les valises sont arrivées une semaine plus tard. Nous avions pourtant le nombre de valises et de poids autorisés.

Lors du voyage retour, le 30 juillet, l’avion avait 1 heure de retard à Yaoundé. J’avais demandé l’assistance à Yaoundé pour mon mari qui a un problème de santé. A Yaoundé, tout s’est bien passé, personnel accueillant, compréhensif et aidant. Comme cela n’avait pas été inscrit sur le billet d’enregistrement, ils ont donc remis un document à l’hôtesse de l’avion à l’intention du personnel de l’aéroport de Casablanca pour leur demander l’assistance.

A l’arrivée à Casablanca, je demande l’aide du personnel de l’aéroport pour l'assistance. Ils regardent le ticket et disent que ce n’est pas inscrit, alors pas d’assistance. L’hôtesse leur a parlé mais rien à faire. Nous avions 20 minutes pour prendre la correspondance pour Milan. Mon mari ne peut pas marcher vite.

Comme nous devions passer par le transit. J'ai demandé de l'aide pour savoir où aller. Les personnes qui y étaient faisaient comme si de rien n'était. Je demandais simplement de l’aide comme d'autres personnes présentes. Je me suis fâchée, j’ai élevé la voix. Une personne nous a carrément tourné le dos en croisant ses bras. Nous étions livrés à nous-mêmes sans aucune assistance avec tout le stress que l’état de mon mari impliquait.

Nous sommes partis et avons essayé de demander à plusieurs reprises de l’aide au personnel de l’aéroport qui ne savait pas nous renseigner...bref, nous avons raté l’avion comme d'autres personnes. Mon mari était épuisé.

Pour finir, on nous a dit de nous rendre au transit. Ils nous changent le billet pour le lendemain. Je redemande une personne pour assister mon mari avec une chaise, l’homme me répond que je dois demander à l’hébergement, je l'aurai.

Arrivé à l’hébergement, je demande l’assistance à l’homme présent qui me répond...ce n’est pas dans mes « attributions ». On croit rêver. Donc, depuis notre arrivée à Casablanca aux environs de 12h40, nous avons perdu un temps considérable.

Il est injustifiable qu’il y ait un tel manque d’humanité et de respect de la part des employés de cette compagnie. De plus, lorsque j'ai dit que j'allais écrire. Une personne me dit ironiquement en haussant le épaules""mais faites"". Cela démontre aussi leur peu de respect envers sa Majesté Mohammed VI qui dirige le pays.

Au transit, il était flagrant de voir le manque de respect du personnel féminin envers les personnes de couleur noire (je suis blanche). Il est inacceptable que des êtres humains soient à ce point dénigrés. Certaines personnes n'osent juste pas montrer ouvertement leur racisme.

Le lendemain, nous avons pris le vol retour. Je redemande l'assistance pour mon mari. Je m'entend répondre qu'il fallait réserver 48 heures à l'avance..

A Milan, aucune valise...vu le manque de professionnalisme de Royal Air Maroc, je n'étais pas étonnée

Ce voyage avec Royal Air Maroc a été décevant du début à la fin. Nous avons pris d'autres compagnies et cela s'est toujours très bien déroulé.

Je vais demander le remboursement de nos billets d’avion et un dédommagement pour les torts subis (frais de parking, etc.). Mais c'est certainement peine perdue vu les commentaires que j'ai lu.
Cette compagnie a-t-elle une conscience ?",,2024-08-01T07:04:36.000Z,,https://fr.trustpilot.com/reviews/66aa219dd477a2d516ed52fd
66a9e4d77dac59f362defabf,Yohann,,42 avis,1,Que dire..,Que dire... j'ai du prendre pas mal de vols avec la RAM pour le travail.. entre les retards très fréquents et surtout les pertes de bagages quasi certaines entre les escales et surtout les réclamations qui ne mènent à rien je n'ai pas trouvé pire. je déconseille fortement.,,2024-07-31T09:16:39.000Z,,https://fr.trustpilot.com/reviews/66a9e4d77dac59f362defabf
66985cacc17ca8fc35a864f9,Cheikh Ndiaye,,1 avis,1,Attention un réseau mafieux bien…,Attention un réseau mafieux bien organisé s'amuse à faire des annulations de billet déjà confirmé validé et payé par wafacash avec binga mais après ton paiement ils annulent ton billet ainsi que le paiement derrière toi et retirent l'argent de la caisse de la ram tu débarque le jour du embarquement et ton billet est introuvable malgré que tu l'as dans tes mains ça arrive à trop de personnes dernièrement tout le monde le sait mais personnes n'essaie de régler cela on te laisse à ton propre sort. Il faut vraiment faire attention ⚠️ ⚠️ ⚠️ avec cet compagnie.,,2024-07-18T02:07:08.000Z,,https://fr.trustpilot.com/reviews/66985cacc17ca8fc35a864f9
6690232de5febdced01d417a,chidou chidou,,1 avis,1,J aurai du me fier aux avis!!,"J aurai du me fier aux avis!!! A fuir! Place réserve et paye et changé sans information!personnel à l embarquement désagréable
La voiture reste la meilleur option!",,2024-07-11T20:23:41.000Z,,https://fr.trustpilot.com/reviews/6690232de5febdced01d417a
